仕舞い,シマイ
ウオーターポロ,ウオーターポロ
高密,コウミツ
花かご,ハナカゴ
水浴び,ミズアビ
留別,リュウベツ
星取り表,ホシトリヒョウ
金箔,キンパク
リターンコード,リターンコード
亜寒帯,アカンタイ
旧暦,キュウレキ
オレンジ,オレンジ
お喋り,オシャベリ
凄艷,セイエン
円心,エンシン
落し穴,オトシアナ
ヒノキ,ヒノキ
みち,ミチ
センセーション,センセーション
勤皇,キンノウ
最低限,サイテイゲン
羅刹,ラセツ
一獲千金,イッカクセンキン
しばやま,シバヤマ
アカメガシワ,アカメガシワ
実学,ジツガク
シンクイムシ,シンクイムシ
腹帯,ハラオビ
百折不撓,ヒャクセツフトウ
敵手,テキシュ
鷹,タカ
京洛,キョウラク
切れはし,キレハシ
どの時,ドノトキ
こめくい虫,コメクイムシ
附則,フソク
満天下,マンテンカ
すずし,スズシ
カチューシャ,カチューシャ
まち針,マチバリ
恨み言,ウラミゴト
仕向け,シムケ
乳肉,チチニク
洋々,ヨウヨウ
待ち合わせ,マチアワセ
人面獣心,ニンメンジュウシン
人面獣心,ジンメンジュウシン
和洋折衷,ワヨウセッチュウ
縄飛び,ナワトビ
温熱,オンネツ
ハット,ハット
コンパクトネス,コンパクトネス
麒麟,キリン
足留め,アシドメ
監事,カンジ
丸刈り,マルガリ
妄念,モウネン
セクショングラフ,セクショングラフ
プラカード,プラカード
露天商,ロテンショウ
はた,ハタ
ひのき舞台,ヒノキブタイ
破墨,ハボク
窒素,チッソ
秘教,ヒキョウ
オコゼ,オコゼ
大同小異,ダイドウショウイ
ラッカセイ,ラッカセイ
望郷,ボウキョウ
みずおち,ミズオチ
電磁場,デンジバ
国家,コッカ
スケルトン,スケルトン
島根,シマネ
虜,トリコ
無官,ムカン
修女,シュウジョ
古道具,フルドウグ
演題,エンダイ
僻,ヘキ
ヌカゴ,ヌカゴ
葦簾張り,ヨシズバリ
目途,モクト
目尻,メジリ
早仕舞,ハヤジマイ
低圧,テイアツ
ファッションショー,ファッションショー
鱗屑,リンセツ
歩廊,ホロウ
ワースト,ワースト
蛮風,バンプウ
内高,ウチダカ
手塩,テシオ
軍学,グンガク
一縷,イチル
星図,セイズ
フリート,フリート
ツルレイシ,ツルレイシ
やさしさ,ヤサシサ
ヒガンバナ,ヒガンバナ
メガホン,メガホン
すれ違い,スレチガイ
仏殿,ブツデン
小手毬,コデマリ
ヒメユリ,ヒメユリ
プロパン,プロパン
ぬるま湯,ヌルマユ
島々,シマジマ
山の神,ヤマノカミ
太白,タイハク
ザトウクジラ,ザトウクジラ
作事,サクジ
スエツムハナ,スエツムハナ
兵革,ヘイカク
もえぎ色,モエギイロ
ごきぶり,ゴキブリ
がいよう,ガイヨウ
星影,ホシカゲ
関心事,カンシンジ
くず米,クズマイ
痩身,ソウシン
けいでんき,ケイデンキ
囚われ,トラワレ
だいだい,ダイダイ
両辺,リョウヘン
家産,カサン
均質形,キンシツガタ
引伸し,ヒキノバシ
米寿,ベイジュ
初戦,ショセン
高利,コウリ
パター,パター
こぼれ話,コボレバナシ
あんさん,アンサン
ひぼし,ヒボシ
センバツ,センバツ
永遠,エイエン
パンノキ,パンノキ
潮吹き,シオフキ
フィン,フィン
羊腸,ヨウチョウ
愛染明王,アイゼンミョウオウ
洗い出し,アライダシ
碧眼,ヘキガン
クリオ製剤,クリオセイザイ
槌,ツチ
忌諱,キキ
忌諱,キイ
スキムミルク,スキムミルク
打掛け,ウチカケ
測線,ソクセン
コンドミニアム,コンドミニアム
小舟,コブネ
小逕,ショウケイ
動議,ドウギ
敬呈,ケイテイ
グラビア,グラビア
船渠,センキョ
槻,ツキ
詩編,シヘン
棒頭,ボウガシラ
初っ切り,ショッキリ
ナイフ,ナイフ
かごの鳥,カゴノトリ
愛鳥,アイチョウ
タグフィールド,タグフィールド
物影,モノカゲ
蒟蒻版,コンニャクバン
プラスアルファ,プラスアルファ
掃き溜め,ハキダメ
エーデルワイス,エーデルワイス
庭先,ニワサキ
往昔,オウセキ
分かれ目,ワカレメ
什物,ジュウモツ
うす緑,ウスミドリ
オウンコーディング,オウンコーディング
折戸,オリド
立米,リュウベイ
小型,コガタ
感傷,カンショウ
スカッド,スカッド
顕正,ケンショウ
疵痕,キズアト
五菜,ゴサイ
すさまじさ,スサマジサ
腐葉土,フヨウド
縁側,エンガワ
令嗣,レイシ
なめくじ,ナメクジ
早番,ハヤバン
和訓,ワクン
辻堂,ツジドウ
夜鷹,ヨタカ
遺志,イシ
厳島,イツクシマ
雪景色,ユキゲシキ
地文学,チモンガク
夕景,ユウケイ
サマリー,サマリー
賢明,ケンメイ
餅腹,モチバラ
耐寒,タイカン
太政大臣,ダジョウダイジン
点線,テンセン
コーチャー,コーチャー
能書き,ノウガキ
インター,インター
列国,レッコク
留学生,リュウガクセイ
お神酒,オミキ
気風,キフウ
気風,キップ
手数,テスウ
手数,テカズ
ボー,ボー
産額,サンガク
書巻,ショカン
草昧,ソウマイ
金属弾,キンゾクダン
ミソ,ミソ
汚物,オブツ
山高帽子,ヤマタカボウシ
三寒四温,サンカンシオン
溝萩,ミソハギ
繁務,ハンム
駄犬,ダケン
祭具,サイグ
治下,チカ
夜更け,ヨフケ
盛切り,モリキリ
責め,セメ
裏腹,ウラハラ
仁王,ニオウ
匕首,ヒシュ
秘文,ヒモン
御中元,オチュウゲン
打ってがえし,ウッテガエシ
手練,シュレン
手練,テレン
手練,テダレ
ぎんぽ,ギンポ
ラムダ,ラムダ
アジアン,アジアン
別条,ベツジョウ
業容,ギョウヨウ
惣太鰹,ソウダガツオ
伝奇,デンキ
ココム,ココム
多士,タシ
おしろい花,オシロイバナ
嗅煙草,カギタバコ
自販機,ジハンキ
多望,タボウ
地動説,チドウセツ
常住坐臥,ジョウジュウザガ
中砥,ナカト
片口鰯,カタクチイワシ
穴ぐら,アナグラ
いっしょ,イッショ
人民元,ジンミンゲ
つらら,ツララ
ナシのつぶて,ナシノツブテ
春色,シュンショク
飛行船,ヒコウセン
小姑,コジュウト
小姑,コジュウトメ
しゅうけつ,シュウケツ
秋日和,アキビヨリ
ローカル,ローカル
蚯蚓,ミミズ
クエーカー,クエーカー
ビート,ビート
平野法,ヒラノホウ
ぞっき,ゾッキ
鉄砲,テッポウ
ウィンドー,ウィンドー
聖譚曲,セイタンキョク
雄竹,オダケ
包有,ホウユウ
帰環,キカン
蒲焼き,カバヤキ
測光,ソッコウ
パソドブル,パソドブル
ヤドカリ,ヤドカリ
終電,シュウデン
火急,カキュウ
鉄火味噌,テッカミソ
からたち,カラタチ
手離れ,テバナレ
カプチーノ,カプチーノ
対訳,タイヤク
ヌードル,ヌードル
見方,ミカタ
冤枉,エンオウ
曼陀羅華,マンダラゲ
伴りょ,ハンリョ
レスリング,レスリング
右岸,ウガン
どら猫,ドラネコ
醇朴,ジュンボク
つうつう,ツウツウ
ワイヤ,ワイヤ
掴み金,ツカミガネ
インスタンス,インスタンス
ベストスコア,ベストスコア
環太平洋,カンタイヘイヨウ
仕付け,シツケ
ゲッカヒョウジン,ゲッカヒョウジン
泥坊根性,ドロボウコンジョウ
ホンモノ,ホンモノ
形体,ケイタイ
公立,コウリツ
貝殻,カイガラ
無矛盾,ムムジュン
公僕,コウボク
護岸,ゴガン
参覲交代,サンキンコウタイ
湯疲れ,ユヅカレ
手械,テカセ
世話場,セワバ
笹薮,ササヤブ
素首,ソクビ
保水,ホスイ
若蔵,ワカゾウ
女丈夫,ジョジョウフ
てい,テイ
物怖じ,モノオジ
始発駅,シハツエキ
グビジンソウ,グビジンソウ
勇かん,ユウカン
飛型,ヒケイ
せんべい布団,センベイブトン
省議,ショウギ
業苦,ゴウク
本流,ホンリュウ
ワイルドフラワー,ワイルドフラワー
ど阿呆,ドアホ
趣致,シュチ
無償,ムショウ
煤竹,ススタケ
南倉,ミナミクラ
霧雲,キリグモ
青大将,アオダイショウ
イニシャル,イニシャル
やぶさめ,ヤブサメ
刃,ハ
刃,ヤイバ
小町,コマチ
法,ホウ
一腹,イップク
トラ,トラ
メス,メス
通称,ツウショウ
官業,カンギョウ
政見,セイケン
柘榴,ザクロ
気流,キリュウ
もぐり,モグリ
饗膳,キョウゼン
続柄,ツヅキガラ
ボタンキョウ,ボタンキョウ
新車,シンシャ
水月,スイゲツ
スピッツ,スピッツ
年譜,ネンプ
背中合わせ,セナカアワセ
ローディング,ローディング
巣引,スビキ
棚機津女,タナバタツメ
政綱,セイコウ
手綱,タヅナ
三化螟虫,サンカメイチュウ
パートプログラミング,パートプログラミング
居合,イアイ
看板倒れ,カンバンダオレ
ショックアブソーバー,ショックアブソーバー
多能,タノウ
通念,ツウネン
蔑如,ベツジョ
意慾,イヨク
連歌,レンガ
全判,ゼンバン
デュプレックス,デュプレックス
奇縁,キエン
高祖母,コウソボ
実歴,ジツレキ
溜塗,タメヌリ
根上り,ネアガリ
順列,ジュンレツ
お新香,オシンコ
蛭,ヒル
豊麗,ホウレイ
単語,タンゴ
はっぴ,ハッピ
エンブレム,エンブレム
かんかん帽,カンカンボウ
七道具,ナナツドウグ
各局,カクキョク
各局,カッキョク
鴉片,アヘン
ジャガタラ芋,ジャガタライモ
うるささ,ウルササ
カンキツ類,カンキツルイ
バッタ,バッタ
不眠,フミン
渡し場,ワタシバ
ガンマー,ガンマー
形声,ケイセイ
白鑞,シロメ
裏町,ウラマチ
あほうどり,アホウドリ
カフェー,カフェー
平射,ヘイシャ
閑雅,カンガ
女子衆,オナゴシュ
メジ,メジ
累,ルイ
住戸,ジュウコ
甘茶,アマチャ
イメージダウン,イメージダウン
帝釈,タイシャク
ティッシュ,ティッシュ
黄水,オウスイ
押割り,オシワリ
ハナヤサイ,ハナヤサイ
偈,ゲ
根継ぎ,ネツギ
蚕児,サンジ
神職,シンショク
肩衣,カタギヌ
些少,サショウ
フラップ,フラップ
海沿い,ウミゾイ
古強者,フルツワモノ
市,シ
市,イチ
拝啓,ハイケイ
序の口,ジョノクチ
一本釣り,イッポンヅリ
社内外,シャナイガイ
政戦,セイセン
助け,タスケ
画素,ガソ
焼石,ヤケイシ
コロナ,コロナ
積み上げ,ツミアゲ
発話,ハツワ
あと,アト
心神喪失,シンシンソウシツ
前半,ゼンハン
別れ話,ワカレバナシ
弔旗,チョウキ
桿菌,カンキン
たなご,タナゴ
軍機,グンキ
蚕棚,コダナ
河童,カッパ
買い控え,カイビカエ
玉こんにゃく,タマコンニャク
鉄火みそ,テッカミソ
溜り場,タマリバ
内容,ナイヨウ
万有引力,バンユウインリョク
諸費,ショヒ
纐纈,コウケチ
言下,ゲンカ
言下,ゴンカ
グラフィックディスプレイ,グラフィックディスプレイ
浮腰,ウキゴシ
社会福祉学部,シャカイフクシガクブ
物かき,モノカキ
フローティングゲート,フローティングゲート
岡惚れ,オカボレ
雄弁,ユウベン
ビットアドレシング,ビットアドレシング
井目,セイモク
北門,キタモン
生気,セイキ
艇身,テイシン
味わい,アジワイ
都議会,トギカイ
在寮,ザイリョウ
つぐみ,ツグミ
盗犯,トウハン
電鍵,デンケン
カイリ,カイリ
レトロフィット,レトロフィット
義民,ギミン
ディスインフレーション,ディスインフレーション
なり,ナリ
蛇腹,ジャバラ
焼酎,ショウチュウ
振売り,フリウリ
術数,ジュッスウ
実事,ジツゴト
格天井,ゴウテンジョウ
不定型詩,フテイケイシ
牢名主,ロウナヌシ
甚助,ジンスケ
お中元,オチュウゲン
袖無,ソデナシ
急啓,キュウケイ
県営,ケンエイ
某,ボウ
某,ナニガシ
毒除け,ドクヨケ
聯邦,レンポウ
飲み手,ノミテ
絶後,ゼツゴ
モチノキ,モチノキ
癇癪,カンシャク
売れ筋,ウレスジ
閏,ウルウ
秋桜,アキザクラ
秋桜,コスモス
出超,シュッチョウ
カリキュラム,カリキュラム
所産,ショサン
エンドマーク,エンドマーク
チームメート,チームメート
日課,ニッカ
坂,サカ
ワラビ,ワラビ
抹茶,マッチャ
老木,ロウボク
７つ,ナナツ
鴉片窟,アヘンクツ
党員,トウイン
責苦,セメク
見込,ミコミ
山荒し,ヤマアラシ
刑訴,ケイソ
蔗糖,ショトウ
欲得,ヨクトク
クマザサ,クマザサ
意義,イギ
楊柳,カワヤナギ
楊柳,ヨウリュウ
濾水,ロスイ
高野聖,コウヤヒジリ
紺青,コンジョウ
受身,ウケミ
ハンスト,ハンスト
大命,タイメイ
ジンギスカンなべ,ジンギスカンナベ
不得意,フトクイ
歯噛み,ハガミ
銚子,チョウシ
霜融け,シモドケ
櫓下,ヤグラシタ
忍び音,シノビネ
大器,タイキ
業師,ワザシ
唐竹,カラタケ
マフ,マフ
画鋲,ガビョウ
福袋,フクブクロ
梧桐,アオギリ
梧桐,ゴドウ
御布施,オフセ
年の市,トシノイチ
使わしめ,ツカワシメ
ネガ,ネガ
ちゃぼ,チャボ
悪天候,アクテンコウ
一人物,イチジンブツ
カイガラムシ,カイガラムシ
四手,ヨツデ
四手,シデ
こおろぎ,コオロギ
女官,ニョカン
女官,ジョカン
ボードビリアン,ボードビリアン
アルピニスト,アルピニスト
小言,コゴト
恨事,コンジ
敷金,シキキン
酉待,トリノマチ
ゴカイ,ゴカイ
内郭,ナイカク
送り主,オクリヌシ
疣痔,イボジ
特質,トクシツ
二王門,ニオウモン
耳金,ミミガネ
びぼう,ビボウ
糸繰り車,イトクリグルマ
地獄変,ジゴクヘン
けし,ケシ
呼び物,ヨビモノ
デリカ,デリカ
小父,オジ
明笛,ミンテキ
失地,シッチ
師道,シドウ
コピーライター,コピーライター
キューピッド,キューピッド
カリン,カリン
金銭,キンセン
寄目,ヨリメ
貸賃,カシチン
はじ,ハジ
ボレー,ボレー
小店,ショウテン
所労,ショロウ
遠来,エンライ
過半数,カハンスウ
排中則,ハイチュウソク
慰め顔,ナグサメガオ
真価,シンカ
ＰＨＳ,ピーエイチエス
ＰＨＳ,ピーエッチエス
砂風呂,スナブロ
気持,キモチ
リクルートスーツ,リクルートスーツ
句読,クトウ
甲羅,コウラ
刺客,シカク
イヌワシ,イヌワシ
晴れ,ハレ
甘党,アマトウ
利回り,リマワリ
保父,ホフ
火取り,ヒトリ
源五郎,ゲンゴロウ
漫芸,マンゲイ
ちんどん屋,チンドンヤ
満作,マンサク
真し,シンシ
メーカー,メーカー
心力,シンリョク
飯米,ハンマイ
こう門,コウモン
つばくろ,ツバクロ
スライシング,スライシング
北回帰線,キタカイキセン
木材,モクザイ
一波,イッパ
フィンランドマルカ,フィンランドマルカ
仙郷,センキョウ
霜枯時,シモガレドキ
折り合い,オリアイ
ポ,ポ
もちあい,モチアイ
ミノガメ,ミノガメ
ほろがや,ホロガヤ
糠,ヌカ
宛名,アテナ
英才,エイサイ
祠祭,シサイ
乳母車,ウバグルマ
級友,キュウユウ
祝盃,シュクハイ
差,サ
ペントハウス,ペントハウス
